"Time.period","Area.code","Area.name","Region.or.country.name","Index","Monthly.change","Annual.change","Rental.price","Index.one.bed","Monthly.change.one.bed","Annual.change.one.bed","Rental.price.one.bed","Index.two.bed","Monthly.change.two.bed","Annual.change.two.bed","Rental.price.two.bed","Index.three.bed","Monthly.change.three.bed","Annual.change.three.bed","Rental.price.three.bed","Index.four.or.more.bed","Monthly.change.four.or.more.bed","Annual.change.four.or.more.bed","Rental.price.four.or.more.bed","Index.detached","Monthly.change.detached","Annual.change.detached","Rental.price.detached","Index.semidetached","Monthly.change.semidetached","Annual.change.semidetached","Rental.price.semidetached","Index.terraced","Monthly.change.terraced","Annual.change.terraced","Rental.price.terraced","Index.flat.maisonette","Monthly.change.flat.maisonette","Annual.change.flat.maisonette","Rental.price.flat.maisonette"
43040,"E09000015","Harrow","London",93.828388,0.170388,2.247892,1330,93.997264,0.197409,2.516113,1031,94.896273,0.145527,2.032852,1298,93.363343,0.159068,2.291177,1540,93.087032,0.058283,2.07556,2142,93.347706,0.055861,1.907101,2105,93.523097,0.167648,2.384003,1685,92.51872,0.146063,2.251883,1492,94.364516,0.186816,2.231135,1210
43070,"E09000015","Harrow","London",93.954866,0.134797,2.20444,1332,94.112605,0.122707,2.496658,1033,95.017363,0.127602,1.986005,1300,93.469713,0.113931,2.207387,1541,93.076302,-0.011528,1.882027,2142,93.377763,0.032199,1.753415,2106,93.618044,0.101523,2.286683,1687,92.63457,0.125218,2.185781,1494,94.506453,0.150413,2.214214,1212
43101,"E09000015","Harrow","London",93.712466,-0.257996,1.740761,1328,93.8729,-0.254701,2.077504,1030,94.791987,-0.237194,1.55354,1297,93.182283,-0.307511,1.662821,1537,92.743417,-0.357648,1.322914,2134,93.114314,-0.282133,1.291518,2100,93.32535,-0.312648,1.729242,1682,92.34834,-0.308988,1.650923,1489,94.296132,-0.222547,1.802351,1209
43132,"E09000015","Harrow","London",93.421897,-0.310065,1.295924,1324,93.596453,-0.29449,1.699283,1027,94.496631,-0.311583,1.099183,1293,92.869487,-0.335682,1.188595,1531,92.433331,-0.334347,0.837549,2127,92.862756,-0.27016,0.917669,2095,93.010771,-0.337078,1.230469,1676,92.048088,-0.32513,1.186299,1484,94.013868,-0.299337,1.375212,1205
43160,"E09000015","Harrow","London",92.988667,-0.463735,0.591655,1318,93.233605,-0.387673,1.067887,1023,94.069265,-0.452256,0.433493,1287,92.40748,-0.49748,0.423459,1524,91.937622,-0.536289,0.075073,2116,92.376399,-0.523738,0.195038,2084,92.553207,-0.491947,0.462276,1668,91.576295,-0.51255,0.417927,1477,93.606312,-0.433506,0.713836,1200
43191,"E09000015","Harrow","London",92.686959,-0.324457,-0.179086,1314,92.968556,-0.284285,0.272108,1020,93.743865,-0.345915,-0.32959,1282,92.09085,-0.342646,-0.34556,1519,91.644749,-0.318556,-0.722228,2109,92.037535,-0.366829,-0.610391,2076,92.267582,-0.308606,-0.305346,1663,91.27797,-0.325767,-0.332766,1472,93.302009,-0.325088,-0.064879,1196
43221,"E09000015","Harrow","London",92.497218,-0.204711,-0.807918,1311,92.799036,-0.182342,-0.42549,1018,93.550972,-0.205766,-0.923287,1280,91.874295,-0.235153,-1.001375,1515,91.453406,-0.208787,-1.380088,2105,91.816315,-0.240358,-1.286681,2071,92.086267,-0.19651,-0.927578,1659,91.079313,-0.21764,-0.97737,1469,93.116335,-0.199003,-0.685851,1194
43252,"E09000015","Harrow","London",92.500829,0.003904,-1.129293,1311,92.808052,0.009716,-0.803254,1018,93.542473,-0.009085,-1.252354,1280,91.874118,-0.000192,-1.34024,1515,91.474074,0.022599,-1.698926,2105,91.805768,-0.011487,-1.600237,2071,92.100679,0.015651,-1.233435,1660,91.095262,0.017512,-1.289725,1469,93.112858,-0.003735,-1.014588,1194
43282,"E09000015","Harrow","London",92.234685,-0.28772,-1.416027,1307,92.534926,-0.294291,-1.157436,1015,93.289454,-0.270486,-1.516672,1276,91.594835,-0.303985,-1.667577,1510,91.18735,-0.313449,-1.982433,2099,91.548159,-0.280602,-1.844729,2065,91.824303,-0.300081,-1.511142,1655,90.813198,-0.309637,-1.607725,1465,92.855945,-0.275916,-1.291214,1191
43313,"E09000015","Harrow","London",92.409781,0.189837,-1.144571,1310,92.679071,0.155773,-0.956254,1017,93.450779,0.17293,-1.25194,1278,91.77362,0.195191,-1.388837,1513,91.405429,0.239156,-1.613838,2104,91.697835,0.163494,-1.568546,2068,92.032621,0.226867,-1.19298,1658,91.008625,0.215197,-1.305723,1468,93.016348,0.172744,-1.042611,1193
43344,"E09000015","Harrow","London",92.359499,-0.054411,-1.098743,1309,92.618847,-0.064981,-0.947841,1016,93.37504,-0.081047,-1.203223,1277,91.724995,-0.052983,-1.304053,1513,91.40099,-0.004857,-1.531007,2103,91.662167,-0.038897,-1.533082,2067,92.020241,-0.013453,-1.115655,1658,90.974981,-0.036968,-1.22159,1467,92.950922,-0.070338,-1.019129,1192
43374,"E09000015","Harrow","London",92.655765,0.320774,-1.081495,1313,92.888277,0.290901,-0.984728,1019,93.627911,0.270812,-1.192996,1281,92.03299,0.33578,-1.268119,1518,91.857235,0.499169,-1.263613,2114,91.989934,0.357581,-1.399483,2075,92.368373,0.378322,-1.069116,1664,91.333536,0.394125,-1.136828,1473,93.207359,0.275885,-1.041738,1195
43405,"E09000015","Harrow","London",92.46358,-0.207418,-1.45458,1311,92.656938,-0.249051,-1.425921,1017,93.422074,-0.219846,-1.553485,1278,91.854697,-0.193727,-1.615887,1515,91.796415,-0.066212,-1.386464,2113,91.850114,-0.151994,-1.604315,2072,92.196181,-0.186419,-1.418811,1661,91.184774,-0.162878,-1.441812,1471,92.989754,-0.233463,-1.456863,1192
43435,"E09000015","Harrow","London",92.327277,-0.147412,-1.732309,1309,92.450212,-0.223109,-1.766388,1014,93.280501,-0.15154,-1.827941,1276,91.718227,-0.148571,-1.873854,1512,91.844671,0.052569,-1.323248,2114,91.750062,-0.10893,-1.743136,2069,92.08613,-0.119366,-1.636345,1659,91.104821,-0.087683,-1.651381,1469,92.821518,-0.180919,-1.782878,1190
43466,"E09000015","Harrow","London",92.233824,-0.101219,-1.57785,1307,92.323636,-0.136912,-1.650384,1013,93.163846,-0.125058,-1.717593,1274,91.618655,-0.108564,-1.678032,1511,91.818093,-0.028938,-0.997724,2113,91.631167,-0.129585,-1.592823,2067,92.007797,-0.085065,-1.411784,1658,91.062364,-0.046603,-1.392528,1469,92.703057,-0.127623,-1.689438,1189
43497,"E09000015","Harrow","London",92.340807,0.115991,-1.157212,1309,92.444917,0.131365,-1.230321,1014,93.22542,0.066092,-1.345245,1275,91.726126,0.117303,-1.231148,1513,91.937488,0.130034,-0.536434,2116,91.657421,0.028652,-1.297974,2067,92.128711,0.131417,-0.948342,1660,91.221148,0.174369,-0.898378,1471,92.786977,0.090526,-1.305011,1190
43525,"E09000015","Harrow","London",92.818493,0.517307,-0.183005,1316,92.972796,0.57102,-0.279737,1020,93.647131,0.452356,-0.448748,1281,92.201971,0.518767,-0.222394,1520,92.331708,0.428792,0.428645,2125,92.016088,0.391312,-0.390047,2075,92.588247,0.498798,0.03786,1668,91.730995,0.558913,0.16893,1479,93.257741,0.507361,-0.37238,1196
43556,"E09000015","Harrow","London",93.15116,0.358406,0.500826,1320,93.366014,0.422938,0.427518,1024,93.949069,0.322422,0.218899,1285,92.52401,0.349275,0.470362,1526,92.571509,0.259716,1.011253,2130,92.223823,0.22576,0.202405,2080,92.895946,0.332331,0.681024,1674,92.057804,0.35627,0.854351,1485,93.601975,0.369121,0.3215,1200
43586,"E09000015","Harrow","London",93.698585,0.587675,1.298814,1328,93.967892,0.644644,1.259557,1031,94.49336,0.579347,1.007353,1293,93.05253,0.571224,1.282442,1534,93.065781,0.533935,1.763056,2142,92.699196,0.515456,0.961573,2091,93.431653,0.576674,1.461006,1684,92.574673,0.561461,1.641822,1493,94.166664,0.603287,1.127974,1207
43617,"E09000015","Harrow","London",94.112217,0.441449,1.742026,1334,94.44041,0.50285,1.758854,1036,94.902067,0.432524,1.453451,1298,93.449103,0.426182,1.714285,1541,93.399899,0.359013,2.105323,2149,93.053249,0.381937,1.358826,2099,93.83785,0.434754,1.886166,1691,92.95208,0.407678,2.038325,1499,94.59879,0.458896,1.59584,1213
43647,"E09000015","Harrow","London",94.398187,0.303861,2.34565,1338,94.774873,0.354153,2.42065,1040,95.181935,0.294901,2.028612,1302,93.727069,0.297452,2.327898,1546,93.577156,0.189784,2.620766,2154,93.272608,0.235735,1.883652,2104,94.105444,0.285166,2.484246,1696,93.220469,0.288739,2.650795,1503,94.897949,0.31624,2.19911,1217
43678,"E09000015","Harrow","London",94.402525,0.004595,2.156421,1338,94.855216,0.084772,2.348044,1041,95.130051,-0.05451,1.796959,1301,93.700306,-0.028555,2.09939,1545,93.492437,-0.090534,2.283243,2152,93.208627,-0.068595,1.647577,2102,94.09503,-0.011067,2.240953,1696,93.224247,0.004052,2.434519,1503,94.907897,0.010483,2.033567,1217
43709,"E09000015","Harrow","London",94.465779,0.067005,2.280523,1339,94.961167,0.111697,2.528988,1042,95.147769,0.018624,1.898504,1302,93.736032,0.038128,2.192462,1546,93.576055,0.089438,2.379695,2153,93.239902,0.033553,1.72125,2103,94.168757,0.078355,2.334831,1697,93.297056,0.078101,2.552433,1505,94.966071,0.061295,2.167971,1218
43739,"E09000015","Harrow","London",94.473481,0.008154,1.961796,1339,95.031595,0.074165,2.307415,1043,95.10021,-0.049984,1.5725,1301,93.716091,-0.021273,1.828802,1545,93.63072,0.058418,1.930697,2155,93.224205,-0.016835,1.341746,2103,94.180399,0.012362,1.961738,1697,93.308557,0.012328,2.162427,1505,94.972194,0.006448,1.89345,1218
43770,"E09000015","Harrow","London",94.663975,0.201637,2.379742,1342,95.263218,0.243733,2.812828,1045,95.261916,0.170038,1.969387,1303,93.88547,0.180737,2.210854,1548,93.810883,0.192419,2.194496,2159,93.37276,0.159352,1.65775,2106,94.339799,0.16925,2.325061,1700,93.501466,0.206743,2.540656,1508,95.169199,0.207435,2.343748,1220
43800,"E09000015","Harrow","London",94.780835,0.123448,2.657458,1344,95.429243,0.17428,3.222309,1047,95.352674,0.095273,2.221443,1304,93.988768,0.110025,2.47556,1550,93.840582,0.031658,2.173137,2160,93.431123,0.062505,1.832218,2107,94.427299,0.09275,2.542369,1702,93.608786,0.114779,2.748445,1510,95.297942,0.135278,2.667941,1222
43831,"E09000015","Harrow","London",94.999281,0.230474,2.99831,1347,95.690335,0.273597,3.646627,1050,95.5651,0.222779,2.577452,1307,94.188838,0.212867,2.805306,1553,93.895766,0.058807,2.262814,2161,93.57221,0.151006,2.118321,2111,94.599143,0.181985,2.816442,1705,93.810485,0.21547,3.017846,1513,95.535343,0.249114,3.055224,1225
43862,"E09000015","Harrow","London",95.14023,0.148369,3.03162,1349,95.890624,0.20931,3.727308,1052,95.697447,0.138488,2.651665,1309,94.333302,0.153377,2.842348,1556,93.886302,-0.010079,2.119716,2161,93.649059,0.082129,2.172915,2112,94.717884,0.12552,2.810387,1707,93.929214,0.126562,2.968682,1515,95.692467,0.164467,3.131355,1227
43891,"E09000015","Harrow","London",95.174477,0.035996,2.53827,1349,95.995945,0.109834,3.251649,1053,95.725249,0.029053,2.219095,1310,94.375385,0.04461,2.357231,1556,93.776652,-0.11679,1.564948,2158,93.61705,-0.03418,1.739872,2112,94.711212,-0.007044,2.29291,1707,93.945581,0.017425,2.414218,1515,95.744479,0.054354,2.666521,1228
43922,"E09000015","Harrow","London",94.843875,-0.347363,1.817171,1344,95.72253,-0.284819,2.523955,1050,95.385105,-0.355334,1.528526,1305,94.050181,-0.344585,1.649487,1551,93.387941,-0.414508,0.881947,2149,93.290848,-0.348443,1.156995,2104,94.370385,-0.35986,1.587193,1701,93.595855,-0.372265,1.670744,1509,95.422364,-0.336432,1.944819,1224
43952,"E09000015","Harrow","London",94.154582,-0.726767,0.486663,1335,95.072549,-0.679026,1.175569,1043,94.693314,-0.725262,0.211605,1295,93.366043,-0.727419,0.336921,1540,92.638378,-0.802633,-0.459247,2132,92.604722,-0.73547,-0.101915,2089,93.661877,-0.750773,0.246409,1688,92.897303,-0.746349,0.348508,1498,94.739422,-0.715704,0.608239,1215
43983,"E09000015","Harrow","London",93.950926,-0.216299,-0.171381,1332,94.898631,-0.182932,0.485196,1041,94.497396,-0.206897,-0.42641,1293,93.159231,-0.221507,-0.310193,1536,92.378057,-0.281008,-1.09405,2126,92.412608,-0.207456,-0.688467,2084,93.433996,-0.243302,-0.430375,1684,92.681995,-0.231771,-0.290564,1495,94.543575,-0.206722,-0.058367,1212
44013,"E09000015","Harrow","London",94.460503,0.542386,0.066014,1339,95.432759,0.56284,0.694156,1047,95.016469,0.549299,-0.173841,1300,93.67148,0.549864,-0.05931,1545,92.855139,0.516445,-0.771574,2137,92.910072,0.538308,-0.388684,2096,93.917636,0.517628,-0.199572,1692,93.187547,0.54547,-0.035316,1503,95.059145,0.545325,0.169862,1219
44044,"E09000015","Harrow","London",95.229524,0.814119,0.876035,1350,96.226311,0.83153,1.445461,1056,95.792251,0.816471,0.6961,1310,94.425395,0.80485,0.773839,1557,93.627065,0.831323,0.143999,2155,93.676226,0.824619,0.501669,2113,94.649485,0.779245,0.58925,1706,93.957767,0.826527,0.786834,1515,95.833803,0.814921,0.975583,1229
44075,"E09000015","Harrow","London",95.592892,0.381571,1.193144,1355,96.602257,0.390689,1.72817,1060,96.140037,0.363062,1.042871,1315,94.76918,0.364082,1.10219,1563,94.04825,0.449854,0.504611,2164,94.023125,0.370317,0.840008,2121,94.979379,0.348543,0.860817,1711,94.353255,0.420921,1.132082,1522,96.191302,0.373042,1.290178,1233
44105,"E09000015","Harrow","London",95.697897,0.109846,1.296042,1357,96.693016,0.093951,1.748283,1061,96.214769,0.077733,1.171984,1316,94.858482,0.094231,1.218992,1564,94.20615,0.167892,0.614574,2168,94.109227,0.091576,0.949348,2123,95.06118,0.086125,0.935206,1713,94.514418,0.170808,1.292337,1524,96.280079,0.092292,1.377125,1235
44136,"E09000015","Harrow","London",95.996092,0.3116,1.407206,1361,96.966682,0.283026,1.788165,1064,96.480513,0.276199,1.279207,1320,95.150519,0.307865,1.347438,1569,94.432865,0.240658,0.663016,2173,94.363619,0.270316,1.061187,2128,95.339258,0.292526,1.059425,1718,94.857115,0.362586,1.449869,1530,96.566516,0.297503,1.468244,1238
44166,"E09000015","Harrow","London",96.156047,0.166627,1.450938,1363,97.091688,0.128916,1.74207,1065,96.621641,0.146277,1.330814,1322,95.335767,0.19469,1.433149,1572,94.464471,0.033469,0.664839,2174,94.50196,0.146603,1.146124,2131,95.507299,0.176255,1.143736,1721,95.047486,0.200693,1.536928,1533,96.714691,0.153444,1.486653,1240
44197,"E09000015","Harrow","London",96.261396,0.109561,1.328553,1365,97.194082,0.105462,1.571473,1066,96.736542,0.118918,1.225805,1323,95.488949,0.160677,1.380324,1575,94.366203,-0.104026,0.50102,2172,94.601387,0.105212,1.099875,2134,95.613083,0.110761,1.071828,1723,95.148712,0.106501,1.426521,1534,96.821647,0.110589,1.346417,1241
44228,"E09000015","Harrow","London",96.075584,-0.193028,0.983133,1362,97.020377,-0.17872,1.178168,1064,96.571768,-0.170333,0.913631,1321,95.3349,-0.161326,1.061765,1572,94.152922,-0.226014,0.283982,2167,94.413273,-0.198848,0.816041,2129,95.441854,-0.179085,0.764344,1720,94.965668,-0.192377,1.103441,1531,96.632648,-0.195203,0.982503,1239
44256,"E09000015","Harrow","London",95.980167,-0.099314,0.846541,1361,96.959003,-0.063259,1.003228,1064,96.494114,-0.080411,0.803199,1320,95.254342,-0.0845,0.931342,1571,94.104885,-0.05102,0.350016,2166,94.345396,-0.071894,0.778006,2128,95.351687,-0.094474,0.676239,1718,94.867227,-0.103659,0.981043,1530,96.536696,-0.099296,0.827428,1238
44287,"E09000015","Harrow","London",95.972509,-0.007979,1.189991,1360,96.94185,-0.017691,1.273806,1064,96.464377,-0.030817,1.131489,1320,95.265195,0.011394,1.291878,1571,94.260165,0.165007,0.933979,2169,94.389183,0.046411,1.177324,2129,95.381645,0.031418,1.071586,1719,94.910008,0.045096,1.404072,1531,96.503184,-0.034714,1.132669,1237
44317,"E09000015","Harrow","London",96.02941,0.059289,1.991223,1361,96.942851,0.001033,1.967236,1064,96.475958,0.012006,1.882545,1320,95.386816,0.127666,2.164356,1573,94.444882,0.195965,1.950059,2173,94.552932,0.173482,2.103791,2133,95.50445,0.128751,1.96726,1721,95.049942,0.147438,2.317224,1533,96.516142,0.013427,1.875375,1238
44348,"E09000015","Harrow","London",96.009055,-0.021196,2.190642,1361,96.86609,-0.079182,2.073221,1063,96.404135,-0.074446,2.01777,1319,95.460336,0.077075,2.470078,1574,94.52412,0.083899,2.323131,2175,94.666543,0.120156,2.438991,2135,95.559087,0.057209,2.274431,1722,95.132085,0.086421,2.643545,1534,96.442487,-0.076314,2.008504,1237
44378,"E09000015","Harrow","London",95.944128,-0.067626,1.57063,1360,96.742817,-0.127261,1.372755,1061,96.296894,-0.111241,1.347582,1317,95.493496,0.034736,1.945113,1575,94.561437,0.039479,1.837591,2176,94.742078,0.079791,1.971806,2137,95.573059,0.014621,1.762633,1722,95.157201,0.026402,2.113645,1535,96.327886,-0.118828,1.334686,1235
44409,"E09000015","Harrow","London",95.851912,-0.096114,0.653566,1359,96.606784,-0.140612,0.395394,1060,96.180779,-0.120581,0.405594,1316,95.444101,-0.051726,1.078847,1574,94.571489,0.01063,1.008709,2176,94.733462,-0.009095,1.128606,2137,95.510081,-0.065895,0.909246,1721,95.133467,-0.024943,1.251306,1534,96.203589,-0.129035,0.385862,1234
44440,"E09000015","Harrow","London",95.754926,-0.101183,0.169504,1357,96.419397,-0.193969,-0.189292,1058,96.057091,-0.128599,-0.086276,1314,95.353145,-0.095297,0.616197,1572,94.684652,0.119658,0.676676,2179,94.720132,-0.01407,0.741315,2136,95.441939,-0.071345,0.487011,1720,95.119017,-0.015189,0.811591,1534,96.069539,-0.13934,-0.126585,1232
44470,"E09000015","Harrow","London",95.759646,0.004929,0.064524,1357,96.307361,-0.116197,-0.398845,1057,96.03006,-0.028141,-0.191976,1314,95.376811,0.024819,0.546423,1573,94.960243,0.291062,0.800471,2185,94.803237,0.087737,0.737451,2138,95.504055,0.065082,0.465884,1721,95.231259,0.118001,0.758446,1536,96.023846,-0.047562,-0.266133,1231
44501,"E09000015","Harrow","London",95.868014,0.113167,-0.13342,1359,96.280772,-0.027608,-0.707366,1056,96.111774,0.085093,-0.38219,1315,95.538732,0.169769,0.407999,1575,95.317812,0.376546,0.937118,2194,95.016274,0.224715,0.691638,2143,95.689152,0.193811,0.366999,1724,95.461428,0.241695,0.637078,1539,96.072701,0.050878,-0.511373,1232
44531,"E09000015","Harrow","London",96.0397,0.179086,-0.120998,1361,96.326935,0.047945,-0.787661,1057,96.270244,0.164881,-0.363684,1317,95.817325,0.291602,0.505117,1580,95.680526,0.380531,1.287315,2202,95.340929,0.341684,0.88778,2150,95.954624,0.277431,0.468367,1729,95.748767,0.300999,0.737822,1544,96.182724,0.114521,-0.550037,1233
44562,"E09000015","Harrow","London",96.049535,0.01024,-0.22009,1362,96.24365,-0.08646,-0.977871,1056,96.288731,0.019203,-0.462919,1317,95.943301,0.131476,0.475816,1582,95.763897,0.087135,1.481138,2204,95.537552,0.206231,0.989589,2155,96.02998,0.078534,0.436025,1730,95.851645,0.107447,0.738774,1546,96.142377,-0.041948,-0.701568,1233
44593,"E09000015","Harrow","London",96.12199,0.075436,0.048302,1363,96.240489,-0.003285,-0.80384,1056,96.350104,0.063739,-0.229533,1318,96.133383,0.198118,0.837555,1585,95.953042,0.197512,1.911911,2208,95.807638,0.282701,1.476873,2161,96.187725,0.164266,0.781492,1733,96.009602,0.164793,1.099276,1548,96.163595,0.022069,-0.485398,1233
44621,"E09000015","Harrow","London",96.332075,0.21856,0.366646,1366,96.403485,0.169363,-0.572941,1058,96.544769,0.20204,0.052496,1321,96.404749,0.282281,1.20772,1590,96.199943,0.257315,2.226301,2214,96.130897,0.337405,1.892515,2168,96.431072,0.252992,1.132005,1738,96.266436,0.267508,1.474912,1552,96.347551,0.191295,-0.19593,1235
44652,"E09000015","Harrow","London",96.832715,0.519703,0.896305,1373,96.89155,0.506273,-0.051886,1063,97.013175,0.48517,0.568913,1327,96.904719,0.518616,1.72101,1598,96.638659,0.456046,2.523329,2224,96.683199,0.574531,2.43038,2181,96.896891,0.483059,1.588614,1746,96.773598,0.526831,1.963533,1561,96.849533,0.521012,0.358899,1242
44682,"E09000015","Harrow","London",97.327193,0.510652,1.351444,1380,97.387306,0.511661,0.458471,1069,97.496703,0.498414,1.05803,1334,97.364703,0.474677,2.073543,1606,97.081919,0.458678,2.792145,2234,97.225456,0.560859,2.826484,2193,97.334681,0.45181,1.916383,1754,97.246693,0.488868,2.311154,1568,97.359281,0.526329,0.873573,1248
44713,"E09000015","Harrow","London",97.737626,0.421705,1.800425,1385,97.825429,0.449877,0.990377,1073,97.897173,0.410753,1.548728,1339,97.734918,0.380235,2.382751,1612,97.454639,0.383923,3.100287,2243,97.68635,0.474047,3.189941,2203,97.695585,0.370787,2.235788,1760,97.631781,0.395991,2.627606,1574,97.78523,0.437503,1.392274,1254
44743,"E09000015","Harrow","London",98.031328,0.3005,2.175433,1390,98.145383,0.327066,1.449789,1077,98.202839,0.312232,1.979238,1343,97.980988,0.251773,2.604882,1616,97.804967,0.359478,3.430077,2251,98.040399,0.362435,3.481369,2211,97.959983,0.270635,2.497486,1765,97.906657,0.281544,2.889383,1579,98.088503,0.310142,1.827733,1258
44774,"E09000015","Harrow","London",98.378893,0.354545,2.636339,1395,98.515608,0.377221,1.97587,1081,98.531786,0.334967,2.444363,1348,98.310002,0.335793,3.002702,1621,98.183113,0.386633,3.818935,2260,98.404127,0.370998,3.874729,2220,98.304741,0.351937,2.926036,1771,98.256361,0.357181,3.282646,1585,98.435173,0.353426,2.319647,1262
44805,"E09000015","Harrow","London",98.76259,0.39002,3.141002,1400,98.888017,0.37802,2.560294,1085,98.882612,0.356054,2.941501,1353,98.671034,0.367239,3.47958,1627,98.618316,0.443256,4.154489,2270,98.733358,0.33457,4.23693,2227,98.672272,0.373869,3.384605,1778,98.662502,0.413348,3.725317,1591,98.814944,0.385808,2.857727,1267
44835,"E09000015","Harrow","London",99.071824,0.313107,3.458845,1404,99.14397,0.258831,2.945371,1088,99.132735,0.252949,3.230942,1356,99.00033,0.333731,3.799161,1633,99.044988,0.432651,4.301532,2279,98.999145,0.269197,4.425913,2233,99.010858,0.343143,3.671889,1784,99.028623,0.371085,3.987519,1597,99.09992,0.288394,3.203448,1271
44866,"E09000015","Harrow","London",99.37003,0.301001,3.652957,1409,99.402281,0.260541,3.242089,1091,99.389516,0.259028,3.410344,1360,99.316444,0.319306,3.954116,1638,99.395527,0.353919,4.27802,2287,99.274277,0.277913,4.481341,2239,99.316455,0.30865,3.790715,1790,99.373535,0.348295,4.098102,1603,99.380427,0.283055,3.442941,1274
44896,"E09000015","Harrow","London",99.661721,0.29354,3.771379,1413,99.668195,0.267513,3.468667,1094,99.662579,0.27474,3.523763,1363,99.636918,0.32268,3.986328,1643,99.686779,0.293023,4.187115,2294,99.610966,0.339151,4.478703,2247,99.636095,0.32184,3.83668,1795,99.672066,0.300413,4.097493,1607,99.663648,0.284987,3.619074,1278
44927,"E09000015","Harrow","London",100,0.339427,4.112946,1417,100,0.33291,3.902959,1097,100,0.338563,3.854313,1368,100,0.364406,4.228225,1649,100,0.314205,4.423487,2301,100,0.390553,4.670884,2256,100,0.365234,4.134146,1802,100,0.329013,4.327891,1613,100,0.337487,4.012407,1282
44958,"E09000015","Harrow","London",100.212964,0.212964,4.256022,1421,100.220531,0.220531,4.135518,1100,100.202612,0.202612,3.998448,1371,100.193026,0.193026,4.222928,1652,100.162974,0.162974,4.387491,2305,100.227412,0.227412,4.613175,2261,100.197176,0.197176,4.168361,1806,100.178763,0.178763,4.342442,1616,100.227534,0.227534,4.226069,1285
44986,"E09000015","Harrow","London",100.554689,0.340998,4.383393,1425,100.552535,0.331273,4.303838,1103,100.524549,0.321286,4.122212,1375,100.518351,0.324699,4.267013,1658,100.505868,0.342336,4.476015,2313,100.557049,0.32889,4.604297,2268,100.541314,0.34346,4.262362,1812,100.486316,0.307004,4.383543,1621,100.581746,0.353408,4.394709,1290
45017,"E09000015","Harrow","London",101.040754,0.483384,4.345678,1432,101.042304,0.487079,4.283918,1109,101.003954,0.476904,4.113647,1382,100.936189,0.415683,4.160241,1664,100.90531,0.397432,4.415056,2322,100.970764,0.411423,4.434653,2277,100.970801,0.427175,4.204377,1819,100.903126,0.414793,4.267206,1627,101.104545,0.519775,4.393425,1296
45047,"E09000015","Harrow","London",101.580376,0.534065,4.369985,1440,101.597298,0.549268,4.322937,1115,101.555795,0.546355,4.163312,1389,101.457675,0.516649,4.203753,1673,101.405152,0.495358,4.45318,2334,101.45681,0.481373,4.352106,2288,101.51526,0.539224,4.295057,1829,101.382095,0.474682,4.252486,1635,101.667428,0.556734,4.425,1304
45078,"E09000015","Harrow","London",101.936313,0.350399,4.295875,1445,101.967773,0.36465,4.234424,1119,101.92953,0.36801,4.118972,1394,101.812266,0.349497,4.171844,1679,101.720774,0.311249,4.37756,2341,101.754256,0.293175,4.164252,2295,101.888007,0.367183,4.291311,1836,101.685617,0.299385,4.152169,1640,102.041859,0.36829,4.353039,1308
45108,"E09000015","Harrow","London",102.362972,0.418554,4.418632,1451,102.402933,0.426763,4.338003,1124,102.365129,0.427353,4.238462,1400,102.272734,0.452271,4.380182,1687,102.180316,0.451767,4.473545,2352,102.175511,0.413993,4.217763,2305,102.377253,0.480181,4.509259,1845,102.068133,0.376175,4.250453,1646,102.475032,0.424505,4.472012,1314
45139,"E09000015","Harrow","London",103.114593,0.73427,4.813736,1462,103.158911,0.738239,4.713266,1132,103.112527,0.730129,4.648998,1411,103.035648,0.745961,4.806882,1699,102.922213,0.726066,4.826797,2369,102.917388,0.726081,4.586455,2321,103.152913,0.757649,4.931779,1859,102.78633,0.703645,4.610357,1658,103.235457,0.742058,4.876594,1324
45170,"E09000015","Harrow","London",104.323713,1.172599,5.630799,1479,104.402445,1.205454,5.576436,1145,104.311391,1.162676,5.490125,1427,104.243012,1.171792,5.647025,1719,104.115326,1.159238,5.574026,2396,104.135779,1.183853,5.471728,2349,104.363454,1.17354,5.767763,1881,103.976288,1.157701,5.385822,1677,104.451102,1.177546,5.70375,1339
45200,"E09000015","Harrow","London",105.529023,1.155355,6.517695,1496,105.645596,1.19073,6.557762,1159,105.493586,1.133332,6.416499,1443,105.424609,1.133502,6.489149,1738,105.289269,1.127541,6.304489,2423,105.331295,1.148035,6.396166,2376,105.546974,1.134036,6.601413,1902,105.165861,1.144081,6.197438,1696,105.665955,1.163084,6.625671,1355
45231,"E09000015","Harrow","London",106.701825,1.111355,7.378276,1512,106.841773,1.132254,7.484226,1172,106.662984,1.108502,7.318144,1459,106.5666,1.08323,7.300056,1757,106.37598,1.032119,7.022904,2448,106.488799,1.098918,7.267262,2402,106.680947,1.074378,7.415178,1922,106.30035,1.078762,6.970483,1714,106.859476,1.129522,7.525676,1370
45261,"E09000015","Harrow","London",107.803796,1.032758,8.169712,1528,107.968816,1.054871,8.328254,1185,107.773447,1.041095,8.138329,1474,107.662817,1.028669,8.055146,1775,107.290991,0.860167,7.628104,2469,107.554079,1.000368,7.974135,2426,107.735725,0.988722,8.129212,1941,107.369726,1.005995,7.722986,1732,107.982071,1.050534,8.346496,1385
